Column,title,source_document_url,type,actor-name,language,published_at,length
374,Utredning om det norske leiemarkedet,https://www.regjeringen.no/contentassets/9d8d22fb53ea4a47bd3aa8fc5a89d792/utredning-om-det-norske-leiemarkedet---leieboerforeningen.pdf,Forhåndsutredning,Leieboerforeningen,no,2020-04-21 20:11:00,143038
375,Riksrevisjonens undersøkelse om rehabilitering innen helsetjenesten,,Riksrevisjonsrapport,Riksrevisjonen,nb,2012-01-01 00:00:00,268474
376,Effects of proposed ship routeing off the Norwegian coast. part 1 Røst - Utsira. ,,Evaluering,Transportøkonomisk institutt (TØI),nb,2009-01-01 00:00:00,281478
377,Evaluering av Nullvisjonsprosjektet på Lillehammer,,Evaluering,SINTEF,nb,2007-01-01 00:00:00,201256
378,Riksrevisjonens undersøkelse om utbygging og fornyelse av jernbaneinfrastrukturen,,Riksrevisjonsrapport,Riksrevisjonen,nb,2012-01-01 00:00:00,273427
379,Kvalitetssikring (KS1) av KVU for transportsystemet i Tønsbergregionen,https://www.regjeringen.no/globalassets/upload/sd/vedlegg/ks-rapporter/ks1_2014/ks1tonsberg25112014.pdf,KVU/KS1/KS2,Metier|Møreforsking,no,2014-11-25 20:06:00,284842
380,Un-bonded Flexible Risers,,Evaluering,4subsea,en,2013-01-01 00:00:00,218183
381,Kartlegging og vurdering av stordata i offentlig sektor,https://www.regjeringen.no/contentassets/7a30f56668634d8c96ad660f92ffd508/bruk_av_stordata_i_offentlig_sektor.pdf,Forhåndsutredning,Vivento,no,2016-07-03 20:07:00,381426
382,Samfunnsøkonomiske nyttevirkninger av nytt digitalt nødnett,,Evaluering,Nasjonalt sammensatt evalueringskomité,nb,2009-01-01 00:00:00,140083
383,Ekstern kvalitetssikring av Elektronisk kommunikasjon i nordområdene,https://www.regjeringen.no/contentassets/80a7b602935543f3985ebf7d5364f5b9/ks1-rapport-elektronisk-kommunikasjon-i-nordomradene-v1.02135245.pdf,KVU/KS1/KS2,Metier|Møreforsking,no,2017-10-20 20:08:00,221903
384,En sammenligning av tre modeller for å effektivisere behandling av akvakultursøknader,,Evaluering,Høgskulen i Volda|Møreforsking Volda,nb,2008-01-01 00:00:00,0
385,Mæland-utvalgets rapport,https://www.regjeringen.no/no/dokumenter/maland-utvalgets-rapport/id509546/,Ukategorisert,Evalueringskomité/Utvalg,nb,2008-04-30 00:00:00,985845
386,Riksrevisjonens undersøkelse av havbruksforvaltningen,,Riksrevisjonsrapport,Riksrevisjonen,nb,2012-01-01 00:00:00,467921
387,Evaluering av Opptrappingsplanen for psykisk helse (2001-2009) : sluttrapport,,Evaluering,Forskningsrådet,nb,2009-01-01 00:00:00,406243
388,Riksrevisjonens undersøkelse av økonomistyring i helseforetakene,,Riksrevisjonsrapport,Riksrevisjonen,nb,2009-01-01 00:00:00,278544
389,Undersøkelse av dekningsgraden til Produktregisteret,,Evaluering,BIS Production Partner ,nb,2009-01-01 00:00:00,31694
390,Veksthus eller såkorn til spille?,,Evaluering,Nordlandsforskning|MENON Business Economics,nb,2009-01-01 00:00:00,380242
391,Informasjon og tiltak rettet mot innvandrerbefolkningen i forbindelse med Covid-19,https://www.imdi.no/contentassets/b6e42efcf8904468acd62d22318ae4eb/nibr-covid-19-delrapport-3.pdf,Evaluering,By- og regionforskningsinstituttet NIBR,no,2021-01-01 20:17:00,160243
392,"Eventuell endring av 
lufthavnstrukturen på Helgeland_x000D_",https://www.regjeringen.no/contentassets/938dbd20df6349b992282f5435ecdfb0/hovedrapport_lufthavnstruktur_helgeland_pdf.pdf,Forhåndsutredning,Urbanet Analyse,no,2015-01-10 20:07:00,376272
393,"Vurdering av bromerte flammehemmere til Mjøsa fra deponier, kommunale renseanlegg og elver ",,Evaluering,Norsk institutt for vannforskning (NIVA)|Norsk institutt for luftforskning|Jordforsk,nb,2007-01-01 00:00:00,104237
394,Evaluering av skattereformen 2006,,Evaluering,Statistisk sentralbyrå (SSB),nb,2010-01-01 00:00:00,73815
395,"Mangfold i heleide statlige virksomheter - status 2013
",https://www.imdi.no/contentassets/75177ba24f8e47f483c649123a89b7b7/mangfold-i-heleide-statlige-virksomheter-2013.pdf,Kartlegging,Integrerings- og mangfoldsdirektorat (IMDi),no,2014-01-01 20:17:00,31280
396,Innelukkede moduler – design og eksplosjonstrykk,https://www.ptil.no/contentassets/bf7557721e714bf390cb10adb284ca5c/st-12-innelukkede-moduler---design-og-eksplosjonstrykk.pdf,Evaluering,Safetec,no,2017-01-01 20:19:00,123087
397,Evaluering av driftstilskuddsordningen for duodji 2005-2009,,Evaluering,Northern Research Institute (NORUT)|Norut Alta,nb,2010-01-01 00:00:00,141858
398,Sosialpolitiske og kriminalpolitiske konsekvenser av lisensiering i det norske pengespillmarkedet,,Evaluering,Lotteri- og stiftelsestilsynet,nb,2015-01-01 00:00:00,193585
399,Modeller for institusjonalisering av kulturminneforvaltning i norske kommuner,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2013-01-01 00:00:00,280147
400,Bekjempelse av fattigdom blant barn og unge. Rapport for 2008,https://www.fafo.no/zoo-publikasjoner/fafo-notater/bekjempelse-av-fattigdom-blant-barn-og-unge-rapport-for-2008,Ukategorisert,"Forskningsstiftelsen fafo|Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)|Senter for studier av fattigdom, minstesikring og sosial integrasjon",nb,2009-01-01 00:00:00,269621
401,Klasseromsledelse og kulturutvikling som bidrag til at lærere og barnehagemedarbeidere bedre kan mestre sitt arbeid,,Evaluering,Universitetet i Agder (UiA),nb,2009-01-01 00:00:00,268393
402,"Sammenstilling etter 
gjennomført evaluering",https://www.regjeringen.no/globalassets/departementene/jd/evalueringsrapport_terrortrusselen_2014.pdf,Evaluering,Justis- og beredskapsdepartementet (JD)|Det kgl. justis- og politidepartement,no,2015-12-05 20:06:00,58529
403,Riksrevisjonens oppfølgingsundersøkelse av Justis- og beredskapsdepartementets arbeid med samfunnssikkerhet og beredskap,,Riksrevisjonsrapport,Riksrevisjonen,nb,2017-01-01 00:00:00,196498
404,"Boligeie for personer med utviklingshemming - utfordringer, effekter og incentiver",http://biblioteket.husbanken.no/arkiv/dok/Komp/Boliger%20for%20personer%20med%20utviklingshemming.pdf,Forhåndsutredning,By- og regionforskningsinstituttet NIBR,no,2019-01-01 20:17:00,215028
405,Riksrevisjonens undersøking av kommunane si styring og kontroll med tenester med nasjonale mål,,Riksrevisjonsrapport,Riksrevisjonen,nn,2013-01-01 00:00:00,171936
406,Forslag til IKT-strategi for høyere utdanning,https://www.regjeringen.no/contentassets/5896a2b674b549cc8cb95b96a1ac29c9/delrapport---forslag-til-ikt-strategi-for-utdanning.pdf,Forhåndsutredning,Arbeidsgruppe,no,2016-09-26 20:08:00,58807
407,Digitale barrierar på norske nettstader - Status for universell utforming av nettstader i privat og offentleg sektor 2014,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport-2015-7-digitale-barrierar-norske-nettstader.pdf,Kartlegging,Direktoratet for forvaltning og IKT (DIFI),no,2015-01-01 20:13:00,110859
408,Tiltak som kan bidra til å øke befolkningens digitale deltagelse og kompetanse,https://www.regjeringen.no/contentassets/88b4acf5209b4a15b43580ff557e2ebe/tiltak_digital_deltagelse.pdf,Forhåndsutredning,Damvad,no,2015-02-03 20:06:00,138171
409,"Blir man bedre billist etter oppfriskningskurs? Evaluering av kurset ""Bilfører 65+""",,Evaluering,Transportøkonomisk institutt (TØI),nb,2006-01-01 00:00:00,133616
410,Harmoni innen vide rammer,,Evaluering,By- og regionforskningsinstituttet NIBR|Oxford Research,nb,2009-01-01 00:00:00,244281
411,Konseptvalgutredning for Buskerudbypakke 2,,KVU/KS1/KS2,"Statens vegvesen|Vegdirektoratet|ITA-arbeidsgruppen ""Helse og sikkerhet""|NTNU - Norges teknisk-naturvitenskapelige universitet|PROSAM / Statens vegvesen. Region Øst",nb,2013-01-01 00:00:00,238501
412,Evaluering av forbudet mot kjøp av seksuelle tjenester,,Evaluering,Vista Analyse ,nb,2014-01-01 00:00:00,810021
413,IdéAl-prosjektet,,Evaluering,Møreforsking Molde,nb,2007-01-01 00:00:00,41774
414,Evaluering av forsøksordning med statlig finansiering av kommunale helse- og omsorgstjenester,https://www.regjeringen.no/contentassets/dc423147c60f436494298fda403b514b/analyse-av-okonomisk-utvikling-og-beregning-av-kommunale-enhetskostnader.pdf,Evaluering,AGENDA Kaupang|PROBA Samfunnsanalyse,no,2018-08-29 20:10:00,117810
415,Speed and Efficiency of the Vote Counting Process,,Evaluering,International Foundation for Electoral Systems,en,2012-01-01 00:00:00,219275
416,"Aktørenes tilstandsvurdering, vedlikehold og oppfølging av sikkerhetskritiske funksjoner og utstyr
",https://www.ptil.no/contentassets/6819ad82ec2d41379a724cf0225b43fc/rapport-aktorenes-tilstandsvurdering_2018.pdf,Kunnskapsoppsummering,SINTEF,no,2018-01-01 20:19:00,207885
417,Boligsosialt arbeid og kompetanseutvikling,,Evaluering,Forskningsstiftelsen fafo,nb,2014-01-01 00:00:00,167336
418,Utredning av den nærings‐ og forskningsmessige betydningen av IFEs nukleære virksomhet relatert til Haldenreaktoren,,Evaluering,Høgskolen i Molde|Møreforsking Molde,nb,2013-01-01 00:00:00,171483
419,Uavhengig gjennomgang av varslet kostnadsøkning av Østfoldbanen ,https://www.jernbanedirektoratet.no/contentassets/774ed07531704ad4b2631f3d3a0eb2aa/rapport-om-kostnadsokninger--dovre-group.pdf,Evaluering,Dovre Group ,no,2020-09-24 20:05:00,98983
420,Evaluering av straffegjennomføring med fotlenke,https://www.regjeringen.no/contentassets/f3049314ae2c4497a1560a0a74ebc53d/va-rapport-2016-02-evaluering-av-soning-med-fotlenke-2.pdf,Evaluering,Vista Analyse ,no,2016-04-28 20:07:00,298246
421,Blueprints for informed policy decisions,,Evaluering,Nasjonalt kunnskapssenter for helsetjenesten,en,2012-01-01 00:00:00,297522
422,Vuovdinorganisašuvnnaid duojis ja Duojáriid Dálu árvvoštallan,,Evaluering,Asplan Viak,se,2007-01-01 00:00:00,69785
423,"En analyse av små, usikre eller stagnerende boligmarkeder ",,Evaluering,Northern Research Institute (NORUT)|Norut Alta,nb,2010-01-01 00:00:00,364296
424,Dyrevelferdstiltak i storfeholdet i en bredere miljøpolitisk sammenheng,,Evaluering,Evalueringskomité/Utvalg,nb,2008-01-01 00:00:00,173971
425,"Integrering av tilbringertjenesten til Oslo lufthavn med det øvrige 
togtilbudet (fase 2)",https://www.jernbanedirektoratet.no/contentassets/a530009853964baeb30ad705076e5c7a/integrert-tilbringertjeneste-oslo-lufthavn-fase-2.pdf,KVU/KS1/KS2,Jernbanedirektoratet|Jernbaneverket Plan nord,no,2020-05-06 20:05:00,266221
426,Verk på vandring,,Evaluering,Jørgen Langdalen,nb,2004-01-01 00:00:00,208945
427,Organisering av ytre fiskerietat - med forslag til omorganisering av regionene Møre og Romsdal og Nordland,,Evaluering,Statskonsult,nb,2000-01-01 00:00:00,128952
428,Hve er viktige kvaliteter ved god sensur?,,Evaluering,NIFU STEP,nb,2009-01-01 00:00:00,111420
429,Norskopplæring for personer i asylmottak,https://www.imdi.no/contentassets/5f936c5402894b9cb924668fd5d84c39/rapport-norskopplaring-for-personer-i-asylmottak.pdf,Evaluering,Ideas2evidence|Uni Research Rokkansenteret,no,2016-01-01 20:20:00,541909
430,På de skrå bredder,https://www.regjeringen.no/contentassets/c8cb5185539542ac95fa41774064a2f0/dnob_rapport_paa_de_skraa_bredder_2015.pdf,Evaluering,Fagpanel,no,2015-12-14 20:06:00,235814
431,Sjøfugl,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2012-01-01 00:00:00,372208
432,Prøveordning med meklingsinstans ved uenighet om prisfastsettelsen på fisk i første hand – gjennomgang og vurdering,,Evaluering,Kontali Analyse,nb,2009-01-01 00:00:00,150011
433,Introduksjonsordningen i kommunene,https://www.ssb.no/utdanning/artikler-og-publikasjoner/_attachment/149887?_ts=1427a552630,Evaluering,Statistisk sentralbyrå (SSB),no,2013-01-01 20:20:00,91243
434,Samfunnsøkonomisk analyse av utdyping i Mehamn fiskerihavn,,Forhåndsutredning,Vista Analyse ,nb,2015-01-01 00:00:00,116174
435,Etniske minoriteter og forskjellsbehandling i leiemarkedet,https://www.regjeringen.no/no/dokumenter/etniske-minoriteter-og-forskjellsbehandl/id548595/,Ukategorisert,By- og regionforskningsinstituttet NIBR,nb,2009-11-03 00:00:00,390026
436,Ressursinnsatsen i medisinsk og helsefaglig forskning i 2005,,Evaluering,NIFU STEP,nb,2007-01-01 00:00:00,173682
437,Evaluering av prosjektet nettbasert karriereveiledning,,Evaluering,Ipsos,nb,2013-01-01 00:00:00,91803
438,Studiebarometeret 2017: hovedtendenser,https://www.nokut.no/globalassets/studiebarometeret/2018/studiebarometeret-2017_hovedtendenser_1-2018.pdf,Kartlegging,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2018-01-01 20:18:00,126185
439,Godt no(rs)k ?,https://www.imdi.no/contentassets/595804b05ee84e1da7dab7a27ad44ffc/rapport-2011-godt-norsk--om-sprak-og-integrering,Kunnskapsoppsummering,Integrerings- og mangfoldsdirektorat (IMDi),no,2011-01-01 20:17:00,313967
440,De vitenskapelig ansattes kvalitetsbarometer 2010,,Evaluering,Nasjonalt organ for kvalitet i utdanningen|NOKUT,nb,2010-01-01 00:00:00,95925
441,"Sammenstilling av dykk til 300 msv eller dypere, gjennomført i ulike land",,Evaluering,Norsk undervannsintervensjon (NUI),nb,2012-01-01 00:00:00,25466
442,Midterm Evaluation of The Norwegian National Election Studies of 2017 and 2021,,Evaluering,Evalueringskomité/Utvalg,en,2020-01-01 00:00:00,16875
443,Kommunenes retningslinjer og praksis for startlån,,Evaluering,PROBA Samfunnsanalyse,nb,2012-01-01 00:00:00,229135
444,Høyrisikogruppers eksponering og risiko i trafikk ,,Evaluering,Transportøkonomisk institutt (TØI),nb,2009-01-01 00:00:00,320210
445,"Evaluering av sommerstengning og 
andre banestengninger",https://www.jernbanedirektoratet.no/contentassets/7b14736f023c47ee8142d5465f98217a/rapport-eval-sommerstengning-20200417-v3.pdf,Evaluering,Jernbanedirektoratet|Jernbaneverket Plan nord,no,2020-04-22 20:05:00,412682
446,Rapport om utvikling av fjerntogtilbudet,https://www.regjeringen.no/contentassets/65a27071abb440a9a6d305f752ee15fc/fjerntogstrategi_sluttrapport_20190426_jdir.pdf,Strategi/plan,Jernbanedirektoratet,no,2019-08-16 20:11:00,196518
447,Brukerundersøkelse for Oljedirektoratet,,Evaluering,Oljedirektoratet|Statskonsult,nb,2007-01-01 00:00:00,0
448,"Physics Research at Norwegian Universities, Colleges and Research Institutes - A review",,Evaluering,Internasjonalt sammensatt evalueringskomité,en,2000-01-01 00:00:00,240440
449,Arbeidsrelevans i høyere utdanning – eksempler fra Sentre for fremragende utdanning,https://diku.no/content/download/2833/file/Arbeidsrelevans%20i%20høyere%20utdanning%20-%20eksempler%20fra%20SFU.%20Notat%202_2020.pdf,Statusrapport,Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning (DIKU)|Senter for internasjonalisering av høyere utdanning,no,2020-01-01 20:15:00,54802
450,Hva nå - Digitaliseringens innvirkning på norsk musikkbransje,https://www.regjeringen.no/contentassets/94e99440dd604be1836c4543fdb92cb6/musikkutredning---hva-na---digitaliseringens-innvirkning-pa-norsk-musikkbransje---bi-2019.pdf,Forhåndsutredning,"Menon Economics|Center for Creative Industries, BI",no,2019-01-31 20:10:00,401654
451,"""Sentraliseringens pris""",,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2009-01-01 00:00:00,241732
452,Evaluering av aktiv forvaltning for Statens pensjonsfond Norge ,,Evaluering,Konsulenter,nb,2011-01-01 00:00:00,64953
453,Kunnskapsstatus (1990–2010),,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2011-01-01 00:00:00,243619
454,Modeller for utleie med sosiale formål,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2012-01-01 00:00:00,191895
455,Pharmaceutical Research in Norway,,Evaluering,Internasjonalt sammensatt evalueringskomité,en,2006-01-01 00:00:00,146590
456,Hvor strategiske er strategiske partnerskap? Norske organisasjoners erfaringer med strategiske partnerskap i Erasmus+,https://diku.no/content/download/744/file/Diku-rapport%201-2018%20Hvor%20strategiske%20er%20strategiske%20partnerskap.pdf,Studie,Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning (DIKU)|Senter for internasjonalisering av høyere utdanning,no,2018-01-01 20:15:00,84138
457,Boligens betydning for unge i en sårbar livssituasjon ,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2012-01-01 00:00:00,189344
458,Samfunnsøkonomisk analyse av prissatte effekter i KVU for transportsystemet i Bergensområdet,,Forhåndsutredning,Pöyry Norge,nb,2011-01-01 00:00:00,88398
459,Clinical Research,,Evaluering,Internasjonalt sammensatt evalueringskomité,en,2004-01-01 00:00:00,201482
460,Helse- og miljøskadelige stoffer i støtdempende fallunderlag på lekearealer for barn,,Evaluering,Norges geologiske undersøkelse (NGU)|Trondheim kommune,nb,2011-01-01 00:00:00,53369
461,Til beste for de beste,,Evaluering,STEP - Senter for innovasjonsforskning,nb,2000-01-01 00:00:00,217655
462,Revisjonsrapport for 2019 om NVEs tilsyn med vassdragsanlegg,https://www.riksrevisjonen.no/globalassets/rapporter/no-2020-2021/NVEs-tilsyn-med-vassdragsanlegg.pdf,Riksrevisjonsrapport,Riksrevisjonen,no,2020-03-11 17:09:00,120449
463,Utredning av mulige endringer i veil. til TEK10 vedr. vedr. UPS/avbruddsfri strømforsyning,https://dibk.no/globalassets/byggeregler/tek10-til-tek17/rapporter/utredning-av-mulige-endringer-i-veiledning-til-tek10-vedr.-ups--avbruddsfri-stromforsyning_multiconsult_feb-2016.pdf,Forhåndsutredning,Multiconsult,no,2016-01-01 20:17:00,70426
464,"Revidert forslag til fordelingsnøkkel for
regionale miljøtilskudd",https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Revidert%20forslag%20til%20fordelingsn%C3%B8kkel%20for%20regionale%20milj%C3%B8tilskudd.pdf/_/attachment/inline/d5b3ef44-da93-4fcd-9fe9-ef8b982ee506:dea788639fd966d535763027c5a242221136e12a/Revidert%20forslag%20til%20fordelingsn%C3%B8kkel%20for%20regionale%20milj%C3%B8tilskudd.pdf,Forhåndsutredning,Partsammensatt arbeidsgruppe,no,2022-03-29 17:13:00,137477
465,Evaluering av tilskuddsordning for helse- og rehabiliteringstjenester,,Evaluering,Samfunns- og næringslivsforskning (SNF),nb,2010-01-01 00:00:00,190629
466,Godtgjøring til folkevalgte i fylkeskommunene,https://www.regjeringen.no/contentassets/fd39e90292ff442db16bdee7b7ab9a52/2019-19_godtgjoring.pdf,Kartlegging,By- og regionforskningsinstituttet NIBR,no,2020-01-16 20:11:00,109469
467,Transportsystemet i Tromsø,,KVU/KS1/KS2,Transportøkonomisk institutt (TØI)|Dovre Group,nb,2011-01-01 00:00:00,151885
468,"SERO 2016 - Skatteetatens undersøkelse om etterlevelse, rapportering og oppdagelsesrisiko",https://www.skatteetaten.no/globalassets/om-skatteetaten/analyse-og-rapporter/rapporter/nettpresentasjon-sero-2016_versjon-2.pdf,Kartlegging,Skatteetaten|Opinion,no,2016-01-01 20:19:00,18962
469,Ulikt arbeid - ulike behov,,Evaluering,Forskningsstiftelsen fafo,nb,2011-01-01 00:00:00,390096
470,Avfallssug,,Evaluering,Hjellnes Consult,nb,2013-01-01 00:00:00,68679
471,Gratisferge,https://www.regjeringen.no/globalassets/upload/krd/rapporter/rapporter_2014/gratisferge.pdf,Evaluering,Transportøkonomisk institutt (TØI),no,2014-01-24 00:00:00,141754
472,"Evaluering av satsingen på helse, arbeidsmiljø og sikkerhet i PETROMAKS og PETROMAKS2",,Evaluering,Oxford Research,nb,2015-01-01 00:00:00,169572
473,Government Pension Fund - Norway,,Evaluering,CEM Benchmarking,en,2010-01-01 00:00:00,8892
474,"Riksrevisjonens undersøkelse av kliniske 
behandlingsstudier i helseforetakene_x000D_",https://www.riksrevisjonen.no/globalassets/rapporter/no-2020-2021/undersokelse-av-kliniske-behandlingsstudier-i-helseforetakene-ny.pdf,Riksrevisjonsrapport,Riksrevisjonen,no,2021-04-05 17:10:00,341030
475,Differensierte satser for varig tilrettelagt arbeid (VTA),,Evaluering,PROBA Samfunnsanalyse|Pöyry Management Consulting,nb,2011-01-01 00:00:00,240770
476,Teknologi- og kunnskapsstatus for å forebygge ulykker som kan føre til akutte utslipp til sjø i forbindelse med petroleumsvirksomhet i nordområdene,https://www.ptil.no/contentassets/0e34087213c74a50b6b23744f9953ae1/teknologi--og-kunnskapsstatus-for-a-forebygge-ulykker-som-kan-fore-til-akutte-utslipp-til-sjo-i-forbindelse-med-petroleumsvirksomhet-i-nordomradene---2020.pdf,Forhåndsutredning,Proactima,no,2020-01-01 20:19:00,161716
477,Digital tilstand 2018 - Digitalisering for utdanningskvalitet og aktiv læring i høyere utdanning,https://diku.no/content/download/933/file/notat-digitalisering-for.pdf,Studie,Norgesuniversitetet,no,2018-01-01 20:18:00,41833
478,Utredning om samisk kunst og kultur på arenaer i Norge,https://www.regjeringen.no/contentassets/95ef87bbc698429982b957a63d4f0476/utredning-om-samisk-kunst-og-kultur-pa-arenaer-i-norge.pdf,Forhåndsutredning,Kulturdepartementet (KUD),no,2018-11-23 20:10:00,90572
479,Med mandat til å hjelpe. Integreringsrådgivere ved norske utenriksstasjoner: Erfaringer og anbefalinger,,Evaluering,Forskningsstiftelsen fafo,nb,2016-01-01 00:00:00,313397
480,Evaluering av utprøving av karriereveiledning for beboere i mottak med begrenset oppholdstillatelse på grunn av tvil om identitet,,Evaluering,Rambøll Management,nb,2018-01-01 00:00:00,91797
481,Evaluering av byggtekniske krav til studentboliger,https://dibk.no/globalassets/02.-om-oss/rapporter-og-publikasjoner/universell-utforming/implement-consulting-group_evaluering-av-byggtekniske-krav-til-studentboliger.pdf,Evaluering,Implement Consulting Group,no,2015-01-01 20:17:00,132796
482,Analyse av priser og vilkår fra kraftleverandører i sluttbrukermarkedet,,Evaluering,Pöyry Norge,nb,2011-01-01 00:00:00,125694
483,Riksrevisjonens undersøkelse av helseregistre som virkemiddel for å nå helsepolitiske mål,,Riksrevisjonsrapport,Riksrevisjonen,nb,2018-01-01 00:00:00,224709
484,"Petroleumsressurser i havområdene utenfor Lofoten, Vesterålen og Senja",,Evaluering,Oljedirektoratet,nb,2010-01-01 00:00:00,77099
485,Prest i Borg,,Evaluering,"Kirkeforskning, Stiftelsen",nb,2008-01-01 00:00:00,112244
486,Digitalisering i petroleumsnæringen,https://www.ptil.no/contentassets/50e7e658ebfa4bf2b52a8f94ef52a2ce/digitalisering-i-petroleumsnaringen.pdf,Evaluering,International Research Institute of Stavanger (IRIS)| IRIS Samfunnsforskning,no,2018-01-01 20:17:00,249667
487,Finansiering av livsopphold for voksne i grunnopplæring,https://www.regjeringen.no/contentassets/c2702fe71b0d4471a49f2e24ee598c0e/oxford-research-internasjonal-kartlegging---finansiering-av-livsopphold-....pdf,Kartlegging,Oxford Research,no,2018-03-12 20:11:00,296048
488,Kartlegging,,Evaluering,Rambøll Management,nb,2009-01-01 00:00:00,364491
489,Bolig og oppvekst,,Evaluering,Forskningsstiftelsen fafo,nb,2011-01-01 00:00:00,237752
490,"Veier inn i, gjennom og ut av arbeidsavklaringspenger. Hvor langt unna arbeidslivet står mottakerne?",,Evaluering,Forskningsstiftelsen fafo,nb,2015-01-01 00:00:00,201158
491,"Vurdering av egnethet for mottak, behandling og deponering av uorganisk farlig avfall - lokalitet Brevik",,Evaluering,COWI,nb,2016-01-01 00:00:00,176084
492,Mid-term evaluation of the second Programme for Global Health and Vaccination Research (GLOBVAC2),,Evaluering,Technopolis,en,2016-01-01 00:00:00,217370
493,"Tilskudd til
veterinærreiser",https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Tilskudd%20til%20veterin%C3%A6rreiser%20%E2%80%93%20Alternativer%20til%20n%C3%A6rmeste%20veterin%C3%A6r-regelen%20mv.%20Rapport%2018%202022.pdf/_/attachment/inline/5a7a7aec-9df5-4596-814e-ec7d930c69b5:54aaf780b4eecfcd3bd76333a379694125f75fb3/Tilskudd%20til%20veterin%C3%A6rreiser%20%E2%80%93%20Alternativer%20til%20n%C3%A6rmeste%20veterin%C3%A6r-regelen%20mv.%20Rapport%2018%202022.pdf,Evaluering,Landbruksdirektoratet,no,2022-07-03 17:12:00,311623
494,Bedre mobiltjenester på tog,https://www.regjeringen.no/contentassets/c8b9aa25c8f943c8b4418becfbe96714/bedre-mobiltjenester-pa-tog.pdf,Forhåndsutredning,Nexia International,no,2015-05-28 20:07:00,113291
495,Fremtidens forvaltning kan ikke baseres på gårsdagens løsninger – Om tillit til offentlig forvaltning,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/2019/difi_notat_2019_9_fremtidens_forvaltning_kan_ikke_baseres_pa_garsdagens_losninger._om_tillit_til_offentlig_forvaltning.pdf,Studie,Direktoratet for forvaltning og IKT (DIFI),no,2019-01-01 20:05:00,56433
496,Ideelle organisasjoners særtrekk og merverdi på helse- og omsorgsfeltet,https://www.regjeringen.no/contentassets/fe5c39d8a7664f7895dbba29bf350173/ideelle_organisasjoners_saertrekk_og_merverdi_innenfor_helse-og_omsorgsfeltet_2015-2.pdf,Kartlegging,Senter for forskning på sivilsamfunn og frivillig sektor,no,2015-09-14 20:07:00,134292
497,"Riksrevisjonens undersøkelse av kostnadsoverskridelsene i feltutbyggingene Åsgard, Visund og Jotun",,Riksrevisjonsrapport,Riksrevisjonen,nb,2001-01-01 00:00:00,301913
498,Jernbanens klimafortrinn og Norges klimarisiko ,https://www.jernbanedirektoratet.no/contentassets/c44764b9127d4949ac6fe379ef7d75e4/rapport--jernbanens-klimafortrinn.pdf,Forhåndsutredning,Norconsult,no,2020-04-05 20:05:00,198494
499,Forholdet mellom kommuneplanens handlingsdel og økonomiplanen i et velfungerende kommunalt plansystem ,https://www.regjeringen.no/contentassets/28b67c648a8a42abb2a409dd4cf3d2bf/utredning_forholdet_kommuneplanens_handlingsdel_okonomiplan.pdf,Evaluering,Asplan Viak,no,2018-04-05 20:10:00,35756
500,Rømt oppdrettslaks i sjø og elv,,Evaluering,Rådgivende biologer ,nn,2006-01-01 00:00:00,50871
501,Grenselause pengespel - krev ny teknologi ny regulering?,https://www.regjeringen.no/globalassets/upload/kud/medier/rapporter/grenselause_pengespel_2014_redusert.pdf,Forhåndsutredning,Ekspertgruppe,no,2014-08-12 20:06:00,297131
502,Evaluering av rusreformen,,Evaluering,International Research Institute of Stavanger (IRIS),nb,2007-01-01 00:00:00,348303
503,Bolig og levekår i Norge 2012,,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2013-01-01 00:00:00,321518
504,"Evaluering av ordningen ""Fast kontaktperson for foreldre med barn med mangfoldige behov -pilot i Sør-Trøndelag"", og ""Pleiepengetelefonen""",,Evaluering,SINTEF,nb,2016-01-01 00:00:00,286314
505,Nødnett,,Evaluering,Gartner,en,2008-01-01 00:00:00,97322
506,Evaluation of the Social Sciences in Norway,,Evaluering,Evalueringskomité/Utvalg,en,2018-01-01 00:00:00,415699
507,Kystlyngheiene i Norge,,Evaluering,Universitetet i Bergen (UiB)|Lyngheisenteret,nb,2013-01-01 00:00:00,299809
508,"Mobilitet blant eldre på boligmarkedet - Holdninger, drivere og barrierer",http://biblioteket.husbanken.no/arkiv/dok/Komp/nyMobilitet%20blant%20eldre%20pa%20boligmarkedet%20holdninger%20.pdf,Studie,"By- og regionforskningsinstituttet NIBR|Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",no,2020-01-01 20:18:00,346317
